text,primary_emotion,secondary_emotion
I hate working on Discrete Mathematics while preparing for interviews.,Frustrated,
I am interested in advanced Docker concepts while building projects however i believe i have mastered docker while building projects.,Curious,Confident
I get bored reading Linux books while practicing coding.,Bored,
I am confused about Android Development while preparing notes.,Confused,
I want to know more about Linux while solving assignments although i get bored reading linux books while solving assignments.,Curious,Bored
I can teach Node.js to my friends while writing code.,Confident,
I postpone studying Flutter because it feels boring before exams.,Bored,
I spent hours studying Computer Networks but still failed while studying late at night.,Frustrated,
I don't understand why my solution is wrong in MySQL during online classes while i want to participate in competitions related to mysql during online classes.,Confused,Curious
I don't know why Computer Vision is so difficult during online classes.,Frustrated,
I don't feel motivated to study IoT while practicing coding.,Bored,
I want to explore research in Linux while debugging.,Curious,
I am confused about Physics during online classes.,Confused,
I enjoy learning C while completing homework.,Curious,
I practice Docker every day during online classes.,Confident,
I enjoy learning Computer Architecture while attending lectures at the same time i cannot stay engaged while learning computer architecture while attending lectures.,Curious,Bored
I am unable to understand Blockchain while preparing for interviews.,Confused,
I want to become an expert in Node.js while studying late at night although i keep forgetting the concepts of node.js while studying late at night.,Curious,Confused
I don't understand why my solution is wrong in Linux while writing code.,Confused,
I don't feel excited about Linux while preparing notes.,Bored,
I cannot understand the examples of Streamlit while solving previous papers.,Confused,
I enjoy helping others understand Algorithms while reading textbooks.,Confident,
I feel disappointed with my performance in Data Science while reading textbooks.,Frustrated,
I cannot solve even simple problems in Digital Electronics while studying late at night.,Frustrated,
I spent hours studying Flutter but still failed while debugging.,Frustrated,
I believe I have mastered Artificial Intelligence while solving previous papers.,Confident,
I feel comfortable learning Ethical Hacking while writing code yet i feel mentally tired because of ethical hacking while writing code.,Confident,Frustrated
