text,Bored,Confident,Confused,Curious,Frustrated
I can debug React programs easily while solving assignments at the same time i cannot solve even simple problems in react while solving assignments.,0,1,0,0,1
I enjoy experimenting with Cyber Security while attending lectures because i feel comfortable learning cyber security while attending lectures.,0,1,0,1,0
I cannot understand the examples of Python while solving previous papers.,0,0,1,0,0
I keep getting errors while learning MySQL while practicing coding.,0,0,0,0,1
I enjoy exploring new ideas in Computer Vision during online classes.,0,0,0,1,0
I lose interest in Statistics while debugging.,1,0,0,0,0
I want to build innovative solutions using Linear Algebra during online classes while i can complete linear algebra tasks without help during online classes.,0,1,0,1,0
I don't enjoy practicing Operating Systems while practicing coding and i get confused every time i practice operating systems while practicing coding.,1,0,1,0,0
I love reading about Statistics while attending lectures while i can debug statistics programs easily while attending lectures.,0,1,0,1,0
I keep failing while practicing NLP while attending lectures.,0,0,0,0,1
I solved all coding challenges in Node.js before exams because i cannot finish my project using node.js before exams.,0,1,0,0,1
I want to build innovative solutions using SQL while reading textbooks but i am improving continuously in sql while reading textbooks.,0,1,0,1,0
I want to build innovative solutions using Algorithms while preparing for interviews.,0,0,0,1,0
I want to build innovative solutions using Flutter while reading textbooks.,0,0,0,1,0
I can teach Computer Architecture to my friends while practicing coding.,0,1,0,0,0
I enjoy experimenting with Linux while completing homework.,0,0,0,1,0
I want to learn real-world applications of CSS while studying late at night.,0,0,0,1,0
I don't understand Data Structures before exams.,0,0,1,0,0
I practice Deep Learning every day while preparing for interviews.,0,1,0,0,0
I want to build innovative solutions using Node.js during lab sessions.,0,0,0,1,0
I always get confused between similar topics in Flutter while completing homework.,0,0,1,0,0
I keep asking questions because Data Structures confuses me while preparing notes but i am exhausted after practicing data structures while preparing notes.,0,0,1,0,1
I am exhausted after practicing Node.js during online classes.,0,0,0,0,1
I can solve difficult IoT questions while studying late at night.,0,1,0,0,0
I keep forgetting the concepts of IoT during lab sessions and i enjoy experimenting with iot during lab sessions.,0,0,1,1,0
I don't know how to solve MySQL while preparing for interviews.,0,0,1,0,0
I love reading about C while solving assignments but i feel comfortable learning c while solving assignments.,0,1,0,1,0
I can complete Data Structures tasks without help while reading textbooks.,0,1,0,0,0
I keep asking questions because Ethical Hacking confuses me while preparing notes.,0,0,1,0,0
I want to know more about Cloud Computing while studying late at night at the same time i understand cloud computing very well while studying late at night.,0,1,0,1,0
I feel sleepy while studying Discrete Mathematics while studying late at night.,1,0,0,0,0
I am interested in advanced DBMS concepts while studying late at night at the same time i solved all coding challenges in dbms while studying late at night.,0,1,0,1,0
I can answer any question related to Statistics while practicing coding.,0,1,0,0,0
I don't understand why my solution is wrong in Streamlit while completing homework because i want to understand every concept of streamlit while completing homework.,0,0,1,1,0
I completed my project using SQL successfully while solving previous papers.,0,1,0,0,0
I want to master Streamlit while preparing notes.,0,0,0,1,0
I enjoy asking questions about Ethical Hacking during lab sessions at the same time i read the topic many times but still don't understand ethical hacking during lab sessions.,0,0,1,1,0
I hate working on Discrete Mathematics while preparing for interviews.,0,0,0,0,1
I am interested in advanced Docker concepts while building projects however i believe i have mastered docker while building projects.,0,1,0,1,0
I get bored reading Linux books while practicing coding.,1,0,0,0,0
I am confused about Android Development while preparing notes.,0,0,1,0,0
I want to know more about Linux while solving assignments although i get bored reading linux books while solving assignments.,1,0,0,1,0
I can teach Node.js to my friends while writing code.,0,1,0,0,0
I postpone studying Flutter because it feels boring before exams.,1,0,0,0,0
I spent hours studying Computer Networks but still failed while studying late at night.,0,0,0,0,1
I don't understand why my solution is wrong in MySQL during online classes while i want to participate in competitions related to mysql during online classes.,0,0,1,1,0
I don't know why Computer Vision is so difficult during online classes.,0,0,0,0,1
I don't feel motivated to study IoT while practicing coding.,1,0,0,0,0
I want to explore research in Linux while debugging.,0,0,0,1,0
I am confused about Physics during online classes.,0,0,1,0,0
I enjoy learning C while completing homework.,0,0,0,1,0
I practice Docker every day during online classes.,0,1,0,0,0
I enjoy learning Computer Architecture while attending lectures at the same time i cannot stay engaged while learning computer architecture while attending lectures.,1,0,0,1,0
I am unable to understand Blockchain while preparing for interviews.,0,0,1,0,0
I want to become an expert in Node.js while studying late at night although i keep forgetting the concepts of node.js while studying late at night.,0,0,1,1,0
I don't understand why my solution is wrong in Linux while writing code.,0,0,1,0,0
I don't feel excited about Linux while preparing notes.,1,0,0,0,0
I cannot understand the examples of Streamlit while solving previous papers.,0,0,1,0,0
I enjoy helping others understand Algorithms while reading textbooks.,0,1,0,0,0
I feel disappointed with my performance in Data Science while reading textbooks.,0,0,0,0,1
I cannot solve even simple problems in Digital Electronics while studying late at night.,0,0,0,0,1
I spent hours studying Flutter but still failed while debugging.,0,0,0,0,1
I believe I have mastered Artificial Intelligence while solving previous papers.,0,1,0,0,0
I feel comfortable learning Ethical Hacking while writing code yet i feel mentally tired because of ethical hacking while writing code.,0,1,0,0,1
I don't understand Linux while writing code however i am frustrated with linux while writing code.,0,0,1,0,1
I read the topic many times but still don't understand CSS while solving previous papers while i want to improve my knowledge in css while solving previous papers.,0,0,1,1,0
I keep getting confused whenever I study SQL while debugging.,0,0,1,0,0
I want to build projects using Data Science before exams yet i keep getting distracted during data science before exams.,1,0,0,1,0
I cannot concentrate while learning Chemistry while completing homework.,1,0,0,0,0
I want to learn real-world applications of NLP while attending lectures at the same time i am confident in nlp while attending lectures.,0,1,0,1,0
I completed my project using Java successfully during online classes.,0,1,0,0,0
I enjoy helping others understand Deep Learning while completing homework.,0,1,0,0,0
I lose interest in Git while debugging.,1,0,0,0,0
I postpone studying IoT because it feels boring while solving previous papers.,1,0,0,0,0
